Macros,Netlist,HPWL
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131)]","[(0, 30), (1, 45), (2, 31), (3, 10), (4, 44), (5, 21), (6, 14), (7, 29), (8, 11), (9, 16), (12, 25), (13, 37), (15, 49), (17, 47), (18, 19), (20, 43), (22, 41), (23, 42), (24, 36), (26, 35), (27, 51), (28, 40), (32, 46), (33, 50), (34, 48), (38, 39)]",34744.81579787789
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 6), (1, 39), (2, 41), (3, 12), (4, 37), (5, 14), (7, 22), (8, 19), (9, 17), (10, 43), (11, 15), (13, 42), (16, 27), (18, 25), (20, 34), (21, 38), (23, 28), (24, 29), (26, 36), (30, 32), (31, 33), (35, 45), (40, 44)]",26903.33089843869
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 13), (1, 28), (2, 33), (3, 42), (4, 25), (5, 38), (6, 21), (7, 11), (8, 10), (9, 22), (12, 44), (14, 37), (15, 17), (16, 29), (18, 32), (19, 26), (20, 31), (23, 39), (24, 45), (27, 41), (30, 43), (34, 35), (36, 40)]",22938.89858514295
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61)]","[(0, 9), (1, 10), (2, 11), (3, 23), (4, 7), (5, 21), (6, 12), (8, 16), (13, 19), (14, 20), (15, 18), (17, 22)]",7815.902595105341
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 8), (1, 36), (2, 17), (3, 39), (4, 50), (5, 48), (6, 9), (7, 24), (10, 27), (11, 43), (12, 42), (13, 19), (14, 21), (15, 46), (16, 33), (18, 20), (22, 40), (23, 47), (25, 31), (26, 45), (28, 52), (29, 30), (32, 51), (34, 35), (37, 44), (38, 53), (41, 49)]",36551.71115997422
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 8), (1, 10), (2, 27), (3, 40), (4, 37), (5, 17), (6, 15), (7, 28), (9, 45), (11, 33), (12, 24), (13, 23), (14, 21), (16, 43), (18, 35), (19, 53), (20, 22), (25, 42), (26, 34), (29, 31), (30, 44), (32, 38), (36, 48), (39, 41), (46, 47), (49, 52), (50, 51)]",46229.49257252731
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130)]","[(0, 31), (1, 26), (2, 24), (3, 25), (4, 22), (5, 19), (6, 17), (7, 12), (8, 11), (9, 30), (10, 15), (13, 27), (14, 28), (16, 18), (20, 21), (23, 29)]",9680.32327368072
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 21), (1, 10), (2, 24), (3, 33), (4, 13), (5, 27), (6, 37), (7, 20), (8, 9), (11, 19), (12, 18), (14, 35), (15, 28), (16, 17), (22, 26), (23, 30), (25, 34), (29, 31), (32, 36)]",15399.215225202237
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 35), (1, 18), (2, 27), (3, 8), (4, 39), (5, 31), (6, 21), (7, 11), (9, 33), (10, 40), (12, 19), (13, 28), (14, 23), (15, 22), (16, 24), (17, 37), (20, 41), (25, 26), (29, 34), (30, 38), (32, 36)]",17968.698157788076
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 11), (1, 9), (2, 3), (4, 16), (5, 19), (6, 15), (7, 12), (8, 18), (10, 14), (13, 17)]",4434.25094929781
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 2), (1, 16), (3, 17), (4, 33), (5, 13), (6, 31), (7, 9), (8, 10), (11, 40), (12, 22), (14, 28), (15, 30), (18, 34), (19, 36), (20, 29), (21, 24), (23, 35), (25, 37), (26, 41), (27, 32), (38, 39)]",23664.212548778025
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134)]","[(0, 31), (1, 29), (2, 4), (3, 6), (5, 7), (8, 24), (9, 23), (10, 14), (11, 32), (12, 18), (13, 16), (15, 34), (17, 25), (19, 28), (20, 30), (21, 35), (22, 26), (27, 33)]",19041.586763643314
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108), (68, 83), (67, 81), (145, 121), (118, 83), (145, 124), (104, 124)]","[(0, 15), (1, 53), (2, 37), (3, 24), (4, 14), (5, 68), (6, 22), (7, 67), (8, 50), (9, 44), (10, 69), (11, 47), (12, 57), (13, 59), (16, 31), (17, 65), (18, 56), (19, 58), (20, 46), (21, 54), (23, 48), (25, 39), (26, 28), (27, 30), (29, 45), (32, 43), (33, 42), (34, 49), (35, 62), (36, 61), (38, 63), (40, 64), (41, 55), (51, 66), (52, 60)]",67187.2408528918
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70)]","[(0, 39), (1, 7), (2, 34), (3, 11), (4, 36), (5, 22), (6, 18), (8, 35), (9, 27), (10, 48), (12, 21), (13, 20), (14, 41), (15, 44), (16, 37), (17, 38), (19, 40), (23, 29), (24, 43), (25, 45), (26, 49), (28, 31), (30, 46), (32, 33), (42, 47)]",37875.470202332006
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108), (68, 83), (67, 81)]","[(0, 8), (1, 49), (2, 11), (3, 56), (4, 9), (5, 16), (6, 21), (7, 61), (10, 64), (12, 38), (13, 27), (14, 59), (15, 60), (17, 48), (18, 53), (19, 63), (20, 65), (22, 30), (23, 36), (24, 37), (25, 44), (26, 33), (28, 62), (29, 47), (31, 50), (32, 40), (34, 52), (35, 51), (39, 41), (42, 58), (43, 54), (45, 46), (55, 57)]",61219.785625568664
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122)]","[(0, 11), (1, 13), (2, 3), (4, 35), (5, 23), (6, 15), (7, 45), (8, 19), (9, 37), (10, 42), (12, 18), (14, 31), (16, 54), (17, 46), (20, 40), (21, 43), (22, 39), (24, 34), (25, 59), (26, 41), (27, 57), (28, 55), (29, 30), (32, 47), (33, 38), (36, 48), (44, 58), (49, 52), (50, 56), (51, 53)]",45654.990054524176
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98)]","[(0, 26), (1, 3), (2, 18), (4, 20), (5, 9), (6, 22), (7, 28), (8, 17), (10, 15), (11, 16), (12, 21), (13, 19), (14, 27), (23, 24), (25, 29)]",12227.136637601925
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108)]","[(0, 62), (1, 23), (2, 5), (3, 48), (4, 26), (6, 17), (7, 19), (8, 43), (9, 22), (10, 55), (11, 37), (12, 20), (13, 35), (14, 28), (15, 34), (16, 27), (18, 30), (21, 41), (24, 45), (25, 63), (29, 61), (31, 51), (32, 57), (33, 58), (36, 49), (38, 52), (39, 60), (40, 42), (44, 50), (46, 56), (47, 59), (53, 54)]",56769.495032387116
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57)]","[(0, 6), (1, 47), (2, 38), (3, 34), (4, 30), (5, 13), (7, 35), (8, 43), (9, 36), (10, 14), (11, 12), (15, 25), (16, 29), (17, 19), (18, 32), (20, 55), (21, 48), (22, 54), (23, 53), (24, 28), (26, 41), (27, 50), (31, 39), (33, 52), (37, 40), (42, 44), (45, 51), (46, 49)]",35356.658102329566
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130)]","[(0, 27), (1, 8), (2, 25), (3, 6), (4, 15), (5, 12), (7, 28), (9, 26), (10, 30), (11, 18), (13, 16), (14, 31), (17, 23), (19, 21), (20, 24), (22, 29)]",11516.296323277369
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 8), (1, 14), (2, 27), (3, 16), (4, 33), (5, 29), (6, 36), (7, 22), (9, 11), (10, 19), (12, 23), (13, 37), (15, 25), (17, 21), (18, 31), (20, 28), (24, 26), (30, 32), (34, 35)]",16690.68157536563
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 4), (1, 7), (2, 19), (3, 5), (6, 14), (8, 12), (9, 13), (10, 18), (11, 15), (16, 17)]",5835.843127607975
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143)]","[(0, 15), (1, 24), (2, 19), (3, 11), (4, 14), (5, 20), (6, 8), (7, 13), (9, 18), (10, 17), (12, 21), (16, 22), (23, 26), (25, 27)]",10216.395365787623
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 25), (1, 3), (2, 15), (4, 7), (5, 17), (6, 14), (8, 9), (10, 23), (11, 31), (12, 26), (13, 37), (16, 32), (18, 29), (19, 21), (20, 35), (22, 36), (24, 30), (27, 34), (28, 33)]",18374.262833635174
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 16), (1, 53), (2, 44), (3, 25), (4, 15), (5, 6), (7, 9), (8, 22), (10, 24), (11, 35), (12, 19), (13, 37), (14, 51), (17, 23), (18, 34), (20, 43), (21, 28), (26, 36), (27, 32), (29, 40), (30, 47), (31, 39), (33, 42), (38, 46), (41, 48), (45, 50), (49, 52)]",43090.85325735462
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 34), (1, 30), (2, 45), (3, 15), (4, 6), (5, 23), (7, 37), (8, 17), (9, 11), (10, 21), (12, 25), (13, 43), (14, 47), (16, 42), (18, 38), (19, 36), (20, 26), (22, 44), (24, 41), (27, 32), (28, 35), (29, 39), (31, 40), (33, 46)]",31355.181881839573
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 36), (1, 3), (2, 9), (4, 13), (5, 30), (6, 16), (7, 24), (8, 27), (10, 23), (11, 28), (12, 29), (14, 19), (15, 35), (17, 25), (18, 34), (20, 33), (21, 32), (22, 37), (26, 31)]",16845.848589697867
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 41), (1, 33), (2, 25), (3, 34), (4, 21), (5, 8), (6, 24), (7, 26), (9, 29), (10, 27), (11, 14), (12, 30), (13, 15), (16, 20), (17, 36), (18, 37), (19, 38), (22, 31), (23, 35), (28, 32), (39, 40)]",22049.571172974513
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 1), (2, 19), (3, 8), (4, 16), (5, 17), (6, 15), (7, 9), (10, 14), (11, 18), (12, 13)]",5278.5308263652505
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143)]","[(0, 8), (1, 10), (2, 27), (3, 26), (4, 20), (5, 16), (6, 7), (9, 17), (11, 15), (12, 19), (13, 23), (14, 18), (21, 22), (24, 25)]",9222.198614859299
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 30), (1, 37), (2, 35), (3, 26), (4, 29), (5, 17), (6, 27), (7, 20), (8, 11), (9, 31), (10, 15), (12, 18), (13, 36), (14, 28), (16, 32), (19, 24), (21, 34), (22, 33), (23, 25)]",14228.483498148686
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 9), (1, 17), (2, 27), (3, 33), (4, 5), (6, 24), (7, 23), (8, 19), (10, 25), (11, 15), (12, 20), (13, 34), (14, 26), (16, 28), (18, 36), (21, 31), (22, 30), (29, 37), (32, 41), (35, 40), (38, 39)]",23600.73553373346
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74)]","[(0, 13), (1, 9), (2, 8), (3, 7), (4, 16), (5, 23), (6, 21), (10, 32), (11, 27), (12, 30), (14, 29), (15, 19), (17, 18), (20, 26), (22, 25), (24, 28), (31, 33)]",18606.715860557433
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 18), (1, 16), (2, 8), (3, 6), (4, 5), (7, 10), (9, 15), (11, 14), (12, 13), (17, 19)]",4463.027161073011
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143)]","[(0, 7), (1, 19), (2, 10), (3, 5), (4, 26), (6, 14), (8, 11), (9, 13), (12, 24), (15, 16), (17, 18), (20, 27), (21, 25), (22, 23)]",7900.050163588796
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 35), (1, 6), (2, 18), (3, 26), (4, 14), (5, 10), (7, 30), (8, 36), (9, 25), (11, 32), (12, 29), (13, 33), (15, 37), (16, 34), (17, 22), (19, 28), (20, 31), (21, 24), (23, 27)]",15242.734838428065
